EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Distance Group,Salary_hike_Group
866,30,0,rare,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,8,0,19,3,3,3,8,3,3,4,3,0,3,Early Career,Far,medium
867,40,0,Frequent,Sales,2,4,Medical,2,Male,3,2,Sales Executive,2,Married,4327,5,0,12,3,4,3,5,2,3,0,0,0,0,Mid Career,Near,low
868,50,0,Frequent,Research & Development,2,3,Medical,4,Female,3,4,Manager,1,Married,17856,2,0,22,4,3,1,32,3,3,2,2,2,2,Senior,Near,high
869,28,0,rare,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,1,0,12,3,3,3,6,2,3,6,5,3,3,Early Career,Far,low
870,46,0,rare,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,5,0,11,3,1,1,25,2,3,4,2,0,3,Senior,Medium,low
871,35,0,rare,Sales,17,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,8966,3,1,15,3,4,3,15,2,3,7,7,1,7,Early Career,Far,low
872,24,1,rare,Research & Development,17,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,2210,1,0,13,3,1,1,1,3,1,1,0,0,0,Young,Far,low
873,33,0,Frequent,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,Married,4539,1,0,12,3,1,1,10,3,2,10,7,0,1,Early Career,Far,low
874,36,0,rare,Research & Development,6,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,2741,1,0,14,3,3,1,7,4,3,7,7,1,7,Mid Career,Medium,low
875,30,0,rare,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,1,0,13,3,1,3,10,4,2,10,7,8,9,Early Career,Medium,low
876,44,0,rare,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,Single,4541,1,0,25,4,2,0,20,3,3,20,11,13,17,Mid Career,Far,high
877,20,0,rare,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,1,0,17,3,4,0,2,2,3,2,1,2,2,Young,Far,medium
878,46,0,rare,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,2,0,11,3,3,1,12,3,2,6,3,1,4,Senior,Near,low
879,42,0,Non,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,Married,6272,7,0,16,3,1,1,10,3,4,4,3,0,3,Mid Career,Near,medium
880,60,0,rare,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,5220,0,1,18,3,2,1,12,3,3,11,7,1,9,Late Career,Medium,medium
881,32,0,Frequent,Research & Development,13,3,Other,3,Female,2,1,Laboratory Technician,2,Married,2743,1,0,20,4,3,1,2,2,3,2,2,2,2,Early Career,Medium,medium
882,32,0,Frequent,Research & Development,2,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4998,4,1,14,3,4,0,10,2,3,8,7,0,7,Early Career,Near,low
883,36,0,rare,Research & Development,1,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,10252,2,1,21,4,3,1,17,2,3,7,7,7,7,Mid Career,Near,medium
884,33,0,rare,Research & Development,9,3,Medical,1,Male,3,1,Research Scientist,4,Married,2781,0,0,13,3,2,1,15,5,3,14,10,4,10,Early Career,Medium,low
885,40,0,rare,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,6852,7,0,12,3,2,1,7,2,4,5,1,1,3,Mid Career,Medium,low
886,25,0,rare,Sales,10,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,4950,0,0,14,3,2,0,5,4,3,4,3,1,1,Young,Medium,low
887,30,0,rare,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,0,1,21,4,1,1,12,2,3,11,9,5,7,Early Career,Near,medium
888,42,0,Frequent,Research & Development,26,5,Medical,1,Female,3,3,Research Director,1,Married,13191,3,1,17,3,3,0,20,6,3,1,0,0,0,Mid Career,Far,medium
889,35,0,Non,Sales,8,2,Marketing,3,Female,2,3,Sales Executive,4,Married,10377,4,1,11,3,2,1,16,6,2,13,2,4,12,Early Career,Medium,low
890,27,0,rare,Research & Development,14,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2235,1,1,14,3,4,2,9,3,2,9,7,6,8,Early Career,Medium,low
891,54,0,Frequent,Research & Development,1,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,10502,7,0,17,3,1,1,33,2,1,5,4,1,4,Senior,Near,medium
892,44,0,rare,Research & Development,2,1,Life Sciences,1,Female,4,1,Research Scientist,4,Married,2011,1,0,13,3,4,1,10,5,3,10,5,7,7,Mid Career,Near,low
893,19,1,Non,Research & Development,10,3,Medical,1,Female,2,1,Research Scientist,2,Single,1859,1,1,25,4,2,0,1,2,4,1,1,0,0,Young,Medium,high
894,29,0,rare,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,3760,1,0,15,3,1,3,3,5,3,3,2,1,2,Early Career,Near,low
895,54,0,rare,Research & Development,3,3,Life Sciences,4,Male,3,4,Research Director,4,Married,17779,3,0,14,3,1,0,36,2,3,10,9,0,9,Senior,Near,low
896,31,0,rare,Research & Development,11,2,Medical,3,Male,3,2,Healthcare Representative,1,Married,6833,1,1,12,3,4,0,6,2,2,6,5,0,1,Early Career,Medium,low
897,31,0,rare,Research & Development,24,3,Medical,3,Female,2,2,Healthcare Representative,1,Single,6812,1,0,19,3,2,0,10,2,3,10,9,1,8,Early Career,Far,medium
898,59,0,rare,Sales,3,3,Life Sciences,3,Female,2,2,Sales Executive,4,Single,5171,5,0,17,3,4,0,13,2,3,6,1,0,5,Late Career,Near,medium
899,43,0,rare,Research & Development,3,3,Life Sciences,3,Male,1,5,Research Director,4,Married,19740,3,0,14,3,2,1,25,2,3,8,7,0,7,Mid Career,Near,low
900,49,0,rare,Research & Development,4,2,Medical,1,Male,2,5,Manager,3,Married,18711,2,0,13,3,3,1,23,2,4,1,0,0,0,Senior,Near,low
901,36,0,Frequent,Research & Development,3,3,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3692,1,0,12,3,3,0,12,2,2,11,10,0,7,Mid Career,Near,low
902,48,0,rare,Research & Development,2,2,Technical Degree,4,Male,4,1,Laboratory Technician,2,Single,2559,5,0,11,3,3,0,7,4,2,1,0,0,0,Senior,Near,low
903,27,0,rare,Research & Development,4,2,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2517,1,0,11,3,2,3,5,2,3,5,3,0,3,Early Career,Near,low
904,29,0,rare,Research & Development,7,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,Divorced,6623,1,1,11,3,2,2,6,2,3,6,0,1,0,Early Career,Medium,low
905,48,0,rare,Research & Development,1,3,Life Sciences,4,Male,2,5,Research Director,4,Single,18265,6,0,12,3,3,0,25,3,4,1,0,0,0,Senior,Near,low
906,29,0,rare,Research & Development,1,3,Life Sciences,4,Female,2,4,Research Director,4,Divorced,16124,3,0,14,3,2,2,9,2,2,7,7,1,7,Early Career,Near,low
907,34,0,rare,Research & Development,20,3,Technical Degree,3,Female,4,1,Research Scientist,3,Married,2585,0,0,17,3,4,0,2,5,2,1,0,0,0,Early Career,Far,medium
908,44,0,rare,Sales,5,3,Marketing,2,Male,3,5,Manager,2,Married,18213,7,0,11,3,3,1,26,5,3,22,9,3,10,Mid Career,Near,low
909,33,0,rare,Sales,10,5,Marketing,4,Male,4,3,Sales Executive,3,Divorced,8380,0,1,14,3,4,2,10,3,3,9,8,0,8,Early Career,Medium,low
910,19,0,rare,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,1,1,12,3,4,0,1,2,3,1,0,0,1,Young,Far,low
911,23,0,rare,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,1223,1,0,22,4,4,1,1,2,3,1,0,0,1,Young,Near,high
912,25,1,Frequent,Sales,24,1,Life Sciences,3,Male,1,1,Sales Representative,4,Single,1118,1,1,14,3,4,0,1,4,3,1,0,1,0,Young,Far,low
913,26,0,rare,Research & Development,4,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2875,1,1,20,4,2,0,8,2,2,8,5,2,2,Early Career,Near,medium
914,45,1,rare,Sales,2,3,Marketing,1,Female,1,5,Manager,2,Single,18824,2,1,16,3,1,0,26,2,3,24,10,1,11,Mid Career,Near,medium
915,55,0,Non,Research & Development,8,1,Medical,4,Male,2,4,Healthcare Representative,2,Divorced,13577,1,1,15,3,4,1,34,3,3,33,9,15,0,Senior,Medium,low
916,21,1,Frequent,Research & Development,10,2,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,2625,1,0,20,4,3,0,2,2,1,2,2,2,2,Young,Medium,medium
917,46,0,rare,Sales,4,2,Marketing,4,Female,2,5,Manager,2,Married,18789,2,0,14,3,3,1,26,2,3,11,4,0,8,Senior,Near,low
918,34,0,rare,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,Single,4538,0,1,12,3,4,0,4,3,3,3,2,0,2,Early Career,Near,low
919,51,0,Frequent,Sales,9,3,Life Sciences,4,Male,3,5,Manager,2,Divorced,19847,4,1,24,4,1,1,31,5,2,29,10,11,10,Senior,Medium,high
920,59,0,rare,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,10512,6,0,12,3,4,0,25,6,2,9,7,5,4,Late Career,Far,low
921,34,0,Frequent,Research & Development,19,3,Medical,3,Female,3,2,Laboratory Technician,2,Divorced,4444,4,0,13,3,3,2,15,2,4,11,8,5,10,Early Career,Far,low
922,28,0,Frequent,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,0,1,11,3,3,0,5,2,2,4,2,0,2,Early Career,Near,low
923,44,0,rare,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,19190,1,0,14,3,4,2,26,4,2,25,9,14,13,Mid Career,Near,low
924,34,0,Frequent,Human Resources,11,3,Life Sciences,3,Male,2,2,Human Resources,2,Married,4490,4,0,11,3,4,2,14,5,4,10,9,1,8,Early Career,Medium,low
925,35,0,rare,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,3506,0,1,14,3,4,0,4,3,3,3,2,2,2,Early Career,Medium,low
926,42,0,rare,Research & Development,7,4,Medical,2,Female,4,2,Research Scientist,2,Married,2372,6,1,16,3,4,0,18,2,3,1,0,0,0,Mid Career,Medium,medium
927,43,0,rare,Sales,4,4,Marketing,4,Female,2,3,Sales Executive,4,Single,10231,3,0,14,3,4,0,23,3,4,21,7,15,17,Mid Career,Near,low
928,36,0,rare,Research & Development,2,4,Life Sciences,3,Female,3,2,Manufacturing Director,2,Single,5410,9,1,11,3,4,0,18,2,3,16,14,5,12,Mid Career,Near,low
929,44,1,rare,Research & Development,15,3,Medical,1,Female,3,3,Healthcare Representative,4,Married,7978,1,0,11,3,4,1,10,2,3,10,7,0,5,Mid Career,Medium,low
930,28,0,Frequent,Research & Development,2,3,Life Sciences,4,Male,2,1,Laboratory Technician,4,Married,3867,1,1,12,3,2,1,2,2,3,2,2,2,2,Early Career,Near,low
931,51,0,Frequent,Research & Development,6,2,Medical,2,Female,2,1,Laboratory Technician,3,Single,2838,0,0,14,3,2,0,8,6,2,7,0,7,7,Senior,Medium,low
932,30,0,Non,Research & Development,9,2,Medical,3,Female,3,2,Manufacturing Director,3,Single,4695,7,1,18,3,3,0,10,3,3,8,4,1,7,Early Career,Medium,medium
933,29,1,rare,Research & Development,7,3,Technical Degree,2,Female,3,1,Laboratory Technician,3,Divorced,3339,3,1,13,3,1,2,10,2,3,7,7,7,7,Early Career,Medium,low
934,28,0,rare,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2080,2,0,11,3,2,0,5,2,2,3,2,1,2,Early Career,Near,low
935,25,0,rare,Research & Development,1,3,Medical,4,Female,3,1,Research Scientist,2,Single,2096,1,0,18,3,4,0,2,3,2,2,2,2,1,Young,Near,medium
936,32,0,rare,Sales,8,3,Medical,3,Male,4,2,Sales Executive,4,Married,6209,1,0,15,3,3,2,10,4,4,10,7,0,8,Early Career,Medium,low
937,45,0,Frequent,Research & Development,25,3,Medical,2,Female,3,5,Manager,2,Single,18061,3,0,22,4,3,0,22,4,3,0,0,0,0,Mid Career,Far,high
938,39,0,rare,Research & Development,13,4,Medical,3,Female,2,4,Manager,2,Divorced,17123,6,1,13,3,4,2,21,4,3,19,9,15,2,Mid Career,Medium,low
939,58,0,rare,Research & Development,23,4,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2372,1,0,12,3,4,2,2,3,3,2,2,2,2,Late Career,Far,low
940,32,1,rare,Research & Development,7,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,4883,1,0,18,3,1,1,10,3,3,10,4,1,1,Early Career,Medium,medium
941,39,1,rare,Research & Development,23,3,Medical,3,Male,3,1,Research Scientist,1,Single,3904,0,0,13,3,1,0,6,2,3,5,2,0,3,Mid Career,Far,low
942,30,0,rare,Research & Development,6,3,Technical Degree,1,Female,2,2,Laboratory Technician,4,Married,4627,0,0,12,3,1,1,10,6,3,9,2,6,7,Early Career,Medium,low
943,36,0,rare,Research & Development,10,4,Technical Degree,4,Female,3,3,Healthcare Representative,3,Married,7094,3,0,12,3,1,0,10,0,3,7,7,1,7,Mid Career,Medium,low
944,46,0,rare,Human Resources,1,2,Life Sciences,4,Female,3,1,Human Resources,1,Single,3423,6,0,12,3,3,0,10,3,4,7,6,5,7,Senior,Near,low
945,28,0,Non,Research & Development,1,3,Life Sciences,3,Female,1,2,Laboratory Technician,4,Married,6674,0,0,11,3,1,3,10,6,3,9,8,7,5,Early Career,Near,low
946,50,0,rare,Research & Development,28,3,Life Sciences,4,Female,3,4,Research Director,1,Married,16880,4,1,11,3,2,0,25,2,3,3,2,1,2,Senior,Far,low
947,40,1,rare,Sales,25,4,Marketing,4,Male,2,3,Sales Executive,2,Single,9094,2,1,12,3,3,0,9,2,3,5,4,1,0,Mid Career,Far,low
948,52,1,rare,Sales,5,3,Life Sciences,2,Male,3,3,Sales Executive,2,Single,8446,9,1,19,3,3,0,10,2,2,8,7,7,7,Senior,Near,medium
949,30,0,rare,Research & Development,17,4,Medical,2,Female,3,3,Manager,1,Married,11916,1,1,23,4,4,2,9,2,3,9,1,0,8,Early Career,Far,high
950,39,0,rare,Research & Development,18,2,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,4534,0,0,11,3,1,0,9,6,3,8,7,1,7,Mid Career,Far,low
951,31,0,Non,Sales,2,4,Life Sciences,4,Female,3,3,Sales Executive,3,Divorced,9852,1,1,19,3,1,1,10,5,2,10,8,9,6,Early Career,Near,medium
952,41,0,Non,Sales,10,2,Medical,3,Male,1,2,Sales Executive,2,Single,6151,1,0,13,3,1,0,19,4,3,19,2,11,9,Mid Career,Medium,low
953,31,1,Frequent,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,2302,1,1,11,3,1,0,3,2,4,3,2,2,2,Early Career,Near,low
954,44,1,rare,Research & Development,3,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,2362,4,0,12,3,3,0,10,4,4,3,2,1,2,Mid Career,Near,low
955,42,0,Non,Research & Development,2,1,Life Sciences,3,Male,3,4,Manager,3,Married,17861,0,1,13,3,4,0,21,3,2,20,8,2,10,Mid Career,Near,low
956,55,0,rare,Research & Development,2,2,Medical,4,Female,1,5,Manager,3,Married,19187,4,0,14,3,4,1,23,5,3,19,9,9,11,Senior,Near,low
957,56,0,rare,Human Resources,8,4,Life Sciences,4,Male,3,5,Manager,2,Single,19717,6,0,14,3,1,0,36,4,3,7,3,7,7,Late Career,Medium,low
958,40,0,Non,Research & Development,16,2,Life Sciences,3,Male,3,1,Research Scientist,3,Divorced,3544,9,0,16,3,2,1,6,0,3,4,2,0,0,Mid Career,Far,medium
959,34,0,rare,Research & Development,9,3,Life Sciences,4,Male,3,3,Healthcare Representative,4,Divorced,8500,0,0,11,3,4,1,10,0,2,9,7,1,6,Early Career,Medium,low
960,40,0,rare,Research & Development,2,3,Life Sciences,3,Male,3,2,Research Scientist,4,Single,4661,1,0,13,3,3,0,9,4,3,9,8,8,8,Mid Career,Near,low
961,41,0,Frequent,Sales,1,3,Marketing,3,Female,3,2,Sales Executive,1,Divorced,4103,0,0,17,3,4,1,10,2,3,9,3,1,7,Mid Career,Near,medium
962,35,0,Frequent,Research & Development,4,4,Life Sciences,3,Male,3,2,Research Scientist,3,Single,4249,1,1,11,3,2,0,9,3,3,9,6,1,1,Early Career,Near,low
963,51,0,rare,Human Resources,5,3,Life Sciences,3,Male,3,4,Manager,2,Divorced,14026,1,1,11,3,2,1,33,2,3,33,9,0,10,Senior,Near,low
964,38,0,rare,Sales,2,2,Life Sciences,2,Female,3,2,Sales Executive,1,Divorced,6893,3,0,15,3,4,1,11,3,3,7,7,1,7,Mid Career,Near,low
965,34,0,rare,Sales,15,2,Medical,3,Female,3,2,Sales Executive,1,Single,6125,1,0,12,3,4,0,10,6,4,10,8,9,6,Early Career,Medium,low
966,25,0,rare,Research & Development,19,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,3669,3,0,11,3,3,3,7,6,2,3,2,1,2,Young,Far,low
967,58,1,rare,Research & Development,7,4,Medical,3,Female,2,3,Manufacturing Director,1,Married,10008,7,1,14,3,4,0,31,0,2,10,9,5,9,Late Career,Medium,low
968,40,0,rare,Research & Development,1,4,Life Sciences,2,Male,3,1,Laboratory Technician,2,Married,2387,3,0,22,4,3,1,7,3,3,4,2,0,3,Mid Career,Near,high
969,36,0,Frequent,Sales,7,3,Marketing,1,Female,4,2,Sales Executive,1,Married,4639,2,0,16,3,4,1,17,2,2,15,7,6,13,Mid Career,Medium,medium
970,48,0,rare,Research & Development,4,3,Life Sciences,4,Male,3,3,Manufacturing Director,4,Single,7898,1,0,11,3,3,0,11,2,3,10,9,0,8,Senior,Near,low
971,27,0,rare,Sales,11,3,Medical,3,Female,4,1,Sales Representative,4,Married,2534,8,0,14,3,2,1,5,4,3,1,0,0,0,Early Career,Medium,low
972,51,0,rare,Research & Development,11,2,Technical Degree,4,Female,2,4,Manufacturing Director,2,Single,13142,3,0,16,3,2,0,29,1,2,5,2,0,3,Senior,Medium,medium
973,18,0,Non,Research & Development,1,3,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,1611,1,0,15,3,3,0,0,5,4,0,0,0,0,Young,Near,low
974,35,0,rare,Research & Development,1,3,Medical,4,Female,2,2,Laboratory Technician,4,Married,5363,0,0,12,3,2,1,10,0,3,9,7,0,0,Early Career,Near,low
975,27,0,Frequent,Sales,2,1,Life Sciences,4,Male,1,2,Sales Executive,4,Single,5071,3,0,20,4,2,0,8,3,3,6,2,0,0,Early Career,Near,medium
976,55,1,rare,Sales,13,4,Marketing,1,Male,4,4,Sales Executive,3,Single,13695,6,1,17,3,3,0,24,2,2,19,7,3,8,Senior,Medium,medium
977,56,0,rare,Research & Development,23,3,Life Sciences,4,Male,3,4,Manufacturing Director,2,Married,13402,4,1,12,3,1,1,33,0,3,19,16,15,9,Late Career,Far,low
978,34,0,Non,Research & Development,26,1,Technical Degree,1,Female,2,1,Research Scientist,3,Divorced,2029,1,0,20,4,3,3,5,2,3,5,4,0,0,Early Career,Far,medium
979,40,0,rare,Research & Development,2,1,Medical,2,Female,4,2,Healthcare Representative,3,Divorced,6377,5,0,20,4,2,3,15,0,3,12,11,11,8,Mid Career,Near,medium
980,34,0,rare,Research & Development,29,3,Medical,2,Male,3,2,Laboratory Technician,3,Married,5429,4,0,13,3,1,2,10,1,3,8,7,7,7,Early Career,Far,low
981,31,1,Frequent,Sales,2,3,Life Sciences,3,Female,2,1,Sales Representative,4,Single,2785,7,0,14,3,3,0,3,3,4,1,0,0,0,Early Career,Near,low
982,35,1,Frequent,Sales,18,4,Marketing,4,Female,3,2,Sales Executive,3,Married,4614,0,1,18,3,3,1,5,0,2,4,2,3,2,Early Career,Far,medium
983,38,0,Frequent,Research & Development,7,3,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,2610,1,0,11,3,4,3,4,2,3,4,2,0,3,Mid Career,Medium,low
984,34,0,rare,Research & Development,2,4,Technical Degree,3,Female,3,2,Healthcare Representative,4,Single,6687,1,0,11,3,4,0,14,2,4,14,11,4,11,Early Career,Near,low
985,28,0,rare,Sales,26,3,Life Sciences,3,Male,2,2,Sales Executive,1,Married,4724,1,0,11,3,3,1,5,0,3,5,3,0,4,Early Career,Far,low
986,31,1,rare,Research & Development,22,4,Medical,4,Male,3,2,Manufacturing Director,3,Married,6179,1,1,15,3,4,2,10,3,2,10,2,6,7,Early Career,Far,low
987,39,0,rare,Sales,21,4,Life Sciences,1,Male,2,2,Sales Executive,4,Married,6120,3,1,12,3,4,2,8,2,4,5,4,1,4,Mid Career,Far,low
988,51,0,Frequent,Sales,2,3,Marketing,2,Male,3,3,Sales Executive,2,Married,10596,2,0,11,3,2,0,14,5,3,4,2,3,2,Senior,Near,low
989,41,0,Frequent,Research & Development,22,3,Life Sciences,4,Female,3,2,Research Scientist,4,Divorced,5467,3,1,14,3,1,2,12,4,2,6,2,3,3,Mid Career,Far,low
990,37,0,rare,Research & Development,4,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,2996,7,1,15,3,4,0,8,2,3,6,4,1,3,Mid Career,Near,low
991,33,0,Frequent,Sales,5,1,Life Sciences,2,Male,3,2,Sales Executive,4,Married,9998,6,0,13,3,1,0,8,2,4,5,4,1,2,Early Career,Near,low
992,32,0,rare,Sales,2,1,Marketing,3,Male,3,2,Sales Executive,2,Married,4078,0,1,13,3,1,3,4,3,2,3,2,1,2,Early Career,Near,low
993,39,0,Non,Research & Development,25,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,10920,3,0,21,4,2,1,13,2,3,6,4,0,5,Mid Career,Far,medium
994,25,0,rare,Sales,18,1,Life Sciences,1,Male,4,2,Sales Executive,3,Married,6232,2,0,11,3,2,0,6,3,2,3,2,1,2,Young,Far,low
995,52,0,Frequent,Research & Development,28,2,Medical,4,Female,4,4,Manufacturing Director,3,Married,13247,2,1,11,3,2,1,24,3,2,5,3,0,2,Senior,Far,low
996,43,0,rare,Research & Development,6,3,Medical,1,Female,2,2,Research Scientist,3,Single,4081,1,1,14,3,1,0,20,3,1,20,7,1,8,Mid Career,Medium,low
997,27,0,rare,Sales,10,3,Marketing,4,Female,2,2,Sales Executive,4,Married,5769,1,1,11,3,4,0,6,3,3,6,2,4,4,Early Career,Medium,low
998,27,1,rare,Research & Development,17,4,Life Sciences,4,Female,3,1,Research Scientist,3,Single,2394,1,1,13,3,4,0,8,2,3,8,2,7,7,Early Career,Far,low
999,26,0,rare,Research & Development,2,1,Medical,1,Male,2,1,Research Scientist,4,Single,3904,0,0,12,3,4,0,5,2,3,4,3,1,1,Early Career,Near,low
1000,42,0,rare,Human Resources,10,3,Human Resources,3,Female,3,4,Manager,1,Married,16799,0,0,14,3,3,1,21,5,3,20,7,0,9,Mid Career,Medium,low
1001,52,0,rare,Research & Development,8,4,Other,3,Female,3,1,Laboratory Technician,1,Married,2950,9,0,13,3,3,0,12,2,1,5,4,0,4,Senior,Medium,low
1002,37,0,rare,Research & Development,11,3,Medical,1,Female,3,1,Laboratory Technician,3,Single,3629,4,0,18,3,1,0,8,6,3,3,2,0,2,Mid Career,Medium,medium
1003,35,0,Frequent,Research & Development,18,2,Life Sciences,3,Male,3,3,Manufacturing Director,4,Single,9362,2,0,11,3,3,0,10,2,3,2,2,2,2,Early Career,Far,low
1004,25,0,rare,Research & Development,1,3,Technical Degree,1,Male,3,1,Laboratory Technician,4,Married,3229,4,0,11,3,2,1,7,2,2,3,2,0,2,Young,Near,low
1005,26,0,rare,Research & Development,7,3,Other,3,Male,4,1,Laboratory Technician,1,Single,3578,0,0,12,3,4,0,8,2,3,7,7,0,7,Early Career,Medium,low
1006,29,0,rare,Human Resources,17,3,Other,2,Male,2,3,Human Resources,1,Single,7988,1,0,13,3,1,0,10,3,2,10,9,0,9,Early Career,Far,low
1007,49,1,Frequent,Research & Development,28,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,4284,3,0,20,4,1,0,20,2,3,4,3,1,3,Senior,Far,medium
1008,29,1,Frequent,Research & Development,14,1,Other,3,Female,3,3,Healthcare Representative,4,Single,7553,0,1,12,3,1,0,9,1,3,8,7,7,7,Early Career,Medium,low
1009,54,0,rare,Research & Development,1,3,Medical,4,Female,3,4,Research Director,4,Single,17328,6,0,19,3,4,0,29,3,2,20,7,12,7,Senior,Near,medium
1010,58,0,rare,Research & Development,1,3,Medical,4,Female,3,5,Research Director,1,Married,19701,3,1,21,4,3,1,32,3,3,9,8,1,5,Late Career,Near,medium
1011,55,0,rare,Research & Development,1,4,Medical,2,Male,4,4,Research Director,4,Divorced,14732,2,0,13,3,4,2,31,4,4,7,7,0,0,Senior,Near,low
1012,36,0,rare,Sales,3,4,Marketing,1,Female,3,2,Sales Executive,2,Single,9278,3,1,16,3,4,0,15,3,3,5,4,0,1,Mid Career,Near,medium
1013,31,1,Frequent,Sales,1,4,Life Sciences,2,Female,1,1,Sales Representative,3,Single,1359,1,0,12,3,2,0,1,3,3,1,0,0,0,Early Career,Near,low
1014,30,0,rare,Sales,7,4,Marketing,4,Female,3,2,Sales Executive,1,Divorced,4779,7,0,14,3,2,2,8,3,3,3,2,0,2,Early Career,Medium,low
1015,31,0,rare,Research & Development,8,5,Life Sciences,1,Female,3,4,Research Director,2,Single,16422,3,0,11,3,3,0,9,3,4,3,2,1,0,Early Career,Medium,low
1016,34,0,Frequent,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,1,Divorced,2996,5,0,14,3,3,2,10,2,3,4,3,1,3,Early Career,Near,low
1017,31,1,rare,Research & Development,8,3,Life Sciences,1,Female,2,1,Research Scientist,2,Single,1261,1,0,12,3,3,0,1,3,4,1,0,0,0,Early Career,Medium,low
